Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
21,Yes,Non-Travel,Human Resources,64,4,Marketing,1,2573,Female,2,Research Director,Single,156190,3,N,,12,8,2,30,1,15,5,9
29,Yes,Travel_Rarely,Sales,24,5,Human Resources,1,2574,Male,4,Sales Executive,Single,70690,9,Y,,12,8,2,11,1,8,10,0
43,No,Travel_Rarely,Research & Development,34,4,Medical,1,2575,Female,3,Research Scientist,Single,76290,9,Y,,11,8,3,21,6,12,8,10
19,Yes,Non-Travel,Human Resources,53,2,Medical,1,2576,Female,3,Research Director,Married,31110,8,Y,,18,8,2,29,3,4,13,4
30,No,Travel_Rarely,Human Resources,43,3,Medical,1,2577,Male,1,Laboratory Technician,Married,190950,8,N,,12,8,2,19,3,21,7,3
23,No,Travel_Frequently,Sales,20,4,Medical,1,2578,Male,1,Research Scientist,Married,183520,4,Y,,15,8,2,3,8,27,11,2
26,Yes,Travel_Rarely,Research & Development,34,3,Other,1,2579,Male,5,Laboratory Technician,Divorced,18760,9,Y,,24,8,2,15,4,11,14,8
61,Yes,Travel_Rarely,Human Resources,55,4,Human Resources,1,2580,Male,5,Research Director,Divorced,160890,0,N,,12,8,0,15,9,32,3,8
51,No,Travel_Rarely,Sales,56,1,Technical Degree,1,2581,Female,5,Research Scientist,Married,198750,6,Y,,22,8,2,23,5,13,0,2
64,Yes,Non-Travel,Human Resources,35,5,Life Sciences,1,2582,Female,1,Laboratory Technician,Married,50260,9,Y,,11,8,0,18,7,4,8,3
25,No,Travel_Rarely,Human Resources,46,1,Human Resources,1,2583,Female,5,Manufacturing Director,Divorced,176950,6,N,,21,8,3,13,4,22,14,10
22,Yes,Travel_Frequently,Human Resources,62,3,Other,1,2584,Female,4,Laboratory Technician,Married,124500,2,Y,,25,8,1,19,2,3,7,8
47,No,Travel_Frequently,Research & Development,44,1,Other,1,2585,Male,1,Laboratory Technician,Divorced,177320,1,N,,21,8,2,16,0,1,10,9
33,No,Travel_Frequently,Sales,36,1,Medical,1,2586,Male,3,Manufacturing Director,Married,107850,9,N,,14,8,0,2,8,33,12,7
52,Yes,Travel_Rarely,Research & Development,42,1,Human Resources,1,2587,Female,5,Laboratory Technician,Single,199140,3,Y,,17,8,2,2,5,32,5,1
51,No,Travel_Rarely,Sales,48,3,Marketing,1,2588,Female,1,Research Director,Divorced,112920,4,Y,,14,8,3,23,9,28,4,0
22,Yes,Non-Travel,Research & Development,62,3,Marketing,1,2589,Male,1,Research Scientist,Married,116550,7,N,,21,8,0,26,8,25,10,8
36,Yes,Travel_Frequently,Sales,64,5,Technical Degree,1,2590,Male,4,Manager,Single,159710,9,N,,20,8,0,21,7,6,6,9
51,Yes,Travel_Rarely,Human Resources,31,3,Technical Degree,1,2591,Female,5,Research Director,Divorced,53290,1,Y,,11,8,2,35,3,16,7,3
44,Yes,Non-Travel,Sales,65,3,Human Resources,1,2592,Female,2,Research Scientist,Married,78480,2,Y,,14,8,1,12,7,21,7,4
33,No,Non-Travel,Research & Development,39,5,Human Resources,1,2593,Female,2,Sales Executive,Single,106760,2,N,,15,8,3,17,8,4,9,1
26,Yes,Travel_Frequently,Human Resources,32,3,Life Sciences,1,2594,Male,3,Manufacturing Director,Divorced,195760,7,N,,25,8,0,2,3,4,4,2
30,Yes,Non-Travel,Human Resources,19,5,Marketing,1,2595,Female,5,Laboratory Technician,Married,41180,5,N,,12,8,1,25,1,17,11,8
38,Yes,Non-Travel,Research & Development,46,2,Medical,1,2596,Male,4,Manufacturing Director,Married,158150,4,Y,,23,8,3,5,5,35,2,2
58,Yes,Travel_Rarely,Research & Development,34,4,Technical Degree,1,2597,Female,1,Research Director,Single,183970,1,N,,15,8,2,5,3,26,2,9
44,No,Travel_Frequently,Human Resources,64,2,Life Sciences,1,2598,Female,3,Manager,Single,165780,9,Y,,12,8,2,32,1,8,0,6
54,No,Non-Travel,Sales,32,3,Technical Degree,1,2599,Male,2,Manager,Divorced,176680,3,N,,17,8,3,22,3,23,4,7
19,Yes,Travel_Rarely,Human Resources,36,4,Other,1,2600,Female,4,Laboratory Technician,Divorced,70090,8,Y,,15,8,0,11,7,19,2,1
38,Yes,Travel_Frequently,Research & Development,52,1,Medical,1,2601,Female,3,Sales Executive,Divorced,131900,6,Y,,24,8,1,35,2,21,14,7
50,Yes,Non-Travel,Human Resources,45,3,Human Resources,1,2602,Male,5,Laboratory Technician,Married,197840,1,N,,11,8,3,1,2,12,7,6
40,No,Non-Travel,Research & Development,57,2,Technical Degree,1,2603,Female,1,Laboratory Technician,Divorced,11070,3,Y,,16,8,3,6,3,20,2,4
56,No,Travel_Frequently,Research & Development,20,2,Human Resources,1,2604,Male,5,Manager,Divorced,103750,3,N,,21,8,0,18,7,26,4,6
42,No,Travel_Rarely,Human Resources,45,5,Other,1,2605,Female,3,Laboratory Technician,Divorced,112070,5,N,,14,8,3,18,5,29,11,7
24,No,Travel_Rarely,Human Resources,26,1,Technical Degree,1,2606,Male,3,Laboratory Technician,Single,143920,6,N,,23,8,2,6,8,29,0,7
38,No,Travel_Rarely,Research & Development,54,1,Technical Degree,1,2607,Female,2,Research Scientist,Single,69460,8,Y,,17,8,3,18,2,14,10,10
25,No,Travel_Frequently,Sales,40,3,Marketing,1,2608,Female,5,Sales Executive,Married,129570,8,Y,,11,8,3,21,0,11,0,0
51,No,Travel_Frequently,Human Resources,59,5,Medical,1,2609,Female,3,Sales Executive,Single,96890,6,N,,12,8,2,4,3,22,2,10
26,Yes,Travel_Rarely,Human Resources,18,4,Medical,1,2610,Female,2,Sales Executive,Single,114680,9,Y,,24,8,2,31,1,22,4,7
34,Yes,Travel_Frequently,Human Resources,44,3,Marketing,1,2611,Female,5,Manager,Divorced,74830,1,N,,22,8,0,5,8,3,10,0
36,No,Travel_Rarely,Research & Development,22,3,Human Resources,1,2612,Male,1,Manager,Single,28520,3,N,,16,8,0,37,6,26,11,10
34,Yes,Travel_Rarely,Sales,33,4,Technical Degree,1,2613,Male,3,Laboratory Technician,Divorced,162450,3,N,,20,8,0,5,1,9,10,0
23,Yes,Travel_Rarely,Human Resources,30,4,Medical,1,2614,Female,5,Research Scientist,Divorced,158390,5,N,,14,8,1,26,1,23,5,3
52,Yes,Travel_Rarely,Research & Development,21,4,Marketing,1,2615,Male,5,Laboratory Technician,Divorced,102840,2,Y,,15,8,3,10,0,19,13,0
36,No,Non-Travel,Research & Development,43,3,Technical Degree,1,2616,Male,4,Manufacturing Director,Divorced,140290,3,Y,,24,8,2,21,4,22,13,6
37,No,Travel_Frequently,Sales,30,2,Marketing,1,2617,Male,2,Laboratory Technician,Single,126450,9,Y,,20,8,0,22,0,11,7,3
23,Yes,Non-Travel,Research & Development,45,4,Other,1,2618,Female,3,Sales Executive,Married,116910,6,Y,,23,8,1,11,1,18,0,7
31,Yes,Travel_Frequently,Sales,54,3,Medical,1,2619,Male,1,Research Director,Single,181050,1,N,,21,8,3,18,6,27,6,5
61,Yes,Travel_Frequently,Research & Development,33,2,Life Sciences,1,2620,Male,1,Research Director,Married,177500,7,N,,23,8,0,25,4,16,4,7
25,No,Non-Travel,Human Resources,24,4,Human Resources,1,2621,Male,5,Sales Executive,Single,29740,0,Y,,16,8,1,9,4,3,6,7
20,No,Travel_Frequently,Research & Development,43,4,Life Sciences,1,2622,Female,3,Manufacturing Director,Divorced,158930,1,Y,,15,8,2,2,2,17,11,4
47,No,Travel_Frequently,Human Resources,52,4,Other,1,2623,Male,2,Laboratory Technician,Married,174320,8,Y,,18,8,2,40,4,33,10,5
51,No,Non-Travel,Human Resources,32,2,Technical Degree,1,2624,Female,3,Manager,Single,112000,0,N,,21,8,0,14,0,9,12,3
27,No,Travel_Rarely,Research & Development,59,5,Technical Degree,1,2625,Female,5,Manager,Married,50570,4,Y,,25,8,3,14,4,25,14,0
63,Yes,Travel_Frequently,Research & Development,33,5,Life Sciences,1,2626,Female,3,Laboratory Technician,Divorced,33580,2,N,,23,8,0,2,5,13,0,4
22,No,Non-Travel,Human Resources,32,2,Marketing,1,2627,Male,3,Laboratory Technician,Single,60290,4,N,,11,8,2,19,6,14,10,8
65,Yes,Travel_Frequently,Sales,19,2,Technical Degree,1,2628,Male,1,Research Director,Married,111230,0,N,,23,8,3,32,6,22,10,0
30,Yes,Travel_Rarely,Human Resources,64,1,Other,1,2629,Female,5,Manager,Divorced,130880,5,Y,,17,8,1,31,2,11,6,9
20,No,Non-Travel,Sales,45,5,Technical Degree,1,2630,Female,5,Sales Executive,Single,45040,3,N,,14,8,1,9,5,32,12,3
57,Yes,Travel_Frequently,Human Resources,40,2,Technical Degree,1,2631,Male,1,Research Scientist,Married,130600,0,Y,,21,8,2,26,5,19,8,3
30,Yes,Non-Travel,Sales,42,1,Marketing,1,2632,Male,1,Manufacturing Director,Single,87280,9,Y,,13,8,3,17,4,10,5,4
53,Yes,Travel_Frequently,Sales,43,2,Marketing,1,2633,Female,2,Research Scientist,Married,182460,1,Y,,12,8,1,12,0,22,11,5
47,Yes,Non-Travel,Sales,50,2,Medical,1,2634,Male,4,Research Director,Married,12450,3,Y,,15,8,1,10,4,11,14,3
19,No,Travel_Rarely,Human Resources,56,1,Human Resources,1,2635,Female,2,Laboratory Technician,Married,56920,5,N,,21,8,1,39,0,7,0,10
23,Yes,Non-Travel,Research & Development,27,1,Medical,1,2636,Male,1,Sales Executive,Single,116690,5,Y,,16,8,3,10,5,24,12,7
31,No,Travel_Rarely,Research & Development,64,2,Marketing,1,2637,Male,5,Laboratory Technician,Married,176410,6,N,,16,8,3,4,4,32,15,8
50,No,Non-Travel,Human Resources,65,5,Human Resources,1,2638,Male,3,Laboratory Technician,Divorced,89620,5,Y,,11,8,2,7,1,31,12,4
27,No,Travel_Rarely,Sales,59,1,Technical Degree,1,2639,Male,4,Research Scientist,Married,170960,4,N,,13,8,1,16,9,20,10,8
64,Yes,Travel_Frequently,Human Resources,45,1,Medical,1,2640,Female,1,Manufacturing Director,Single,90170,3,Y,,24,8,3,25,5,5,11,8
43,Yes,Travel_Frequently,Human Resources,57,1,Other,1,2641,Female,2,Manager,Married,77870,3,N,,11,8,0,5,1,34,15,2
40,No,Non-Travel,Sales,58,4,Human Resources,1,2642,Female,2,Manager,Divorced,81460,1,N,,16,8,2,40,3,7,5,2
50,No,Non-Travel,Sales,54,1,Medical,1,2643,Female,5,Research Director,Divorced,166520,9,N,,25,8,3,39,2,29,8,1
23,No,Travel_Frequently,Human Resources,18,4,Medical,1,2644,Male,2,Research Scientist,Divorced,195640,0,N,,18,8,1,14,2,27,9,0
51,Yes,Non-Travel,Research & Development,24,2,Life Sciences,1,2645,Male,1,Research Scientist,Single,89630,7,Y,,13,8,1,4,7,26,14,4
42,Yes,Travel_Frequently,Sales,21,5,Other,1,2646,Male,4,Laboratory Technician,Divorced,94690,1,Y,,18,8,3,24,0,23,7,6
29,No,Travel_Rarely,Research & Development,55,5,Human Resources,1,2647,Female,5,Research Scientist,Single,58120,3,N,,25,8,3,2,5,22,5,2
38,Yes,Travel_Rarely,Research & Development,34,5,Other,1,2648,Female,4,Manufacturing Director,Divorced,150150,7,N,,12,8,2,17,5,6,14,5
51,No,Travel_Rarely,Human Resources,43,4,Marketing,1,2649,Female,1,Research Director,Single,168550,7,Y,,16,8,0,23,4,32,3,9
59,Yes,Travel_Frequently,Sales,51,4,Technical Degree,1,2650,Male,2,Research Scientist,Divorced,54380,2,Y,,11,8,1,24,8,27,8,1
53,No,Travel_Frequently,Research & Development,63,4,Human Resources,1,2651,Male,5,Sales Executive,Single,58420,0,Y,,18,8,2,29,6,3,5,8
65,No,Non-Travel,Sales,29,1,Marketing,1,2652,Male,2,Manufacturing Director,Single,30540,8,N,,21,8,0,39,5,4,13,2
35,No,Travel_Frequently,Sales,53,3,Medical,1,2653,Male,4,Manufacturing Director,Single,196990,6,N,,17,8,2,5,2,8,12,0
61,Yes,Travel_Rarely,Human Resources,46,4,Marketing,1,2654,Female,1,Manager,Divorced,51240,2,N,,11,8,2,15,6,25,3,3
38,No,Travel_Frequently,Research & Development,42,4,Life Sciences,1,2655,Female,4,Research Scientist,Single,21680,7,N,,17,8,0,33,1,5,9,0
58,No,Non-Travel,Sales,26,4,Human Resources,1,2656,Male,4,Manager,Divorced,42670,3,N,,25,8,2,14,7,26,8,2
34,No,Non-Travel,Sales,43,1,Human Resources,1,2657,Male,1,Manager,Single,105330,5,N,,14,8,1,5,1,0,10,1
62,Yes,Travel_Rarely,Human Resources,51,1,Human Resources,1,2658,Female,4,Manufacturing Director,Single,118460,1,N,,25,8,0,9,7,27,4,5
19,Yes,Travel_Rarely,Human Resources,53,4,Other,1,2659,Female,4,Sales Executive,Single,82340,7,Y,,18,8,0,22,6,2,3,2
21,No,Non-Travel,Sales,53,5,Life Sciences,1,2660,Male,5,Sales Executive,Divorced,161010,2,N,,22,8,1,33,2,18,12,1
47,No,Travel_Frequently,Research & Development,50,1,Life Sciences,1,2661,Female,4,Manager,Divorced,32270,4,Y,,20,8,3,17,6,3,4,8
46,No,Travel_Frequently,Human Resources,20,1,Other,1,2662,Female,5,Manager,Married,194120,2,Y,,25,8,2,12,6,12,10,4
32,Yes,Travel_Frequently,Sales,20,5,Human Resources,1,2663,Female,2,Laboratory Technician,Married,96290,4,Y,,16,8,1,19,9,24,1,3
27,No,Non-Travel,Human Resources,64,5,Other,1,2664,Male,4,Research Director,Single,18060,2,Y,,21,8,3,3,2,28,3,0
62,No,Non-Travel,Sales,57,5,Other,1,2665,Male,1,Sales Executive,Divorced,69170,6,N,,13,8,1,5,0,31,1,6
20,Yes,Non-Travel,Human Resources,45,3,Technical Degree,1,2666,Male,1,Manager,Married,76060,0,N,,23,8,1,5,1,30,13,3
51,No,Non-Travel,Human Resources,27,2,Life Sciences,1,2667,Male,1,Sales Executive,Divorced,19070,6,Y,,15,8,3,3,9,24,14,5
27,Yes,Travel_Rarely,Research & Development,34,5,Human Resources,1,2668,Female,1,Manufacturing Director,Single,80550,1,Y,,23,8,1,33,2,29,5,2
51,Yes,Travel_Frequently,Sales,33,4,Other,1,2669,Male,2,Research Director,Single,67540,6,N,,24,8,2,30,8,8,1,8
51,Yes,Travel_Rarely,Sales,46,5,Medical,1,2670,Female,3,Laboratory Technician,Divorced,30940,8,Y,,16,8,3,14,5,22,9,9
44,Yes,Non-Travel,Research & Development,50,1,Life Sciences,1,2671,Female,4,Research Director,Married,179260,1,N,,22,8,1,5,0,4,5,1
25,Yes,Non-Travel,Human Resources,27,1,Life Sciences,1,2672,Female,2,Research Director,Single,139900,8,Y,,16,8,2,32,3,3,3,3
24,No,Travel_Frequently,Research & Development,40,2,Human Resources,1,2673,Male,2,Sales Executive,Single,90340,2,Y,,17,8,0,1,5,34,7,3
27,No,Non-Travel,Sales,31,2,Human Resources,1,2674,Female,1,Manufacturing Director,Single,150700,2,Y,,20,8,0,7,2,9,9,2
25,Yes,Travel_Rarely,Sales,56,4,Technical Degree,1,2675,Male,3,Manufacturing Director,Single,96450,9,Y,,16,8,1,36,8,7,2,9
57,No,Non-Travel,Human Resources,59,1,Other,1,2676,Male,4,Research Director,Married,123150,8,Y,,24,8,2,7,5,11,6,0
45,No,Travel_Rarely,Sales,51,5,Other,1,2677,Female,3,Laboratory Technician,Single,124620,2,Y,,20,8,3,28,6,20,5,7
52,No,Travel_Rarely,Sales,39,3,Human Resources,1,2678,Female,2,Manufacturing Director,Married,12730,1,Y,,12,8,1,33,0,24,9,8
57,Yes,Travel_Rarely,Research & Development,49,1,Marketing,1,2679,Male,1,Sales Executive,Married,108160,7,N,,15,8,3,20,0,20,2,10
57,No,Travel_Frequently,Human Resources,33,2,Marketing,1,2680,Female,1,Manager,Divorced,69520,8,N,,16,8,2,20,7,31,11,5
54,Yes,Travel_Rarely,Human Resources,43,4,Life Sciences,1,2681,Female,5,Manager,Single,110640,4,Y,,25,8,0,39,3,34,7,5
50,No,Travel_Rarely,Research & Development,33,3,Technical Degree,1,2682,Male,1,Manufacturing Director,Married,150190,3,Y,,23,8,1,23,6,32,14,5
32,No,Travel_Rarely,Sales,41,5,Marketing,1,2683,Female,4,Sales Executive,Married,185120,5,Y,,15,8,1,40,3,30,10,5
25,No,Travel_Rarely,Research & Development,63,4,Human Resources,1,2684,Male,3,Manufacturing Director,Single,149160,9,Y,,15,8,2,37,5,13,10,5
24,No,Travel_Rarely,Sales,53,1,Medical,1,2685,Male,5,Laboratory Technician,Single,37470,6,Y,,25,8,3,11,4,16,13,4
30,Yes,Non-Travel,Human Resources,61,5,Human Resources,1,2686,Female,3,Research Scientist,Divorced,112290,3,Y,,24,8,1,25,8,27,11,5
35,Yes,Travel_Frequently,Sales,42,4,Other,1,2687,Male,4,Research Director,Divorced,186070,3,Y,,25,8,3,33,0,25,9,5
36,No,Travel_Frequently,Sales,28,4,Medical,1,2688,Male,1,Manufacturing Director,Divorced,98750,0,Y,,17,8,2,26,6,6,3,9
51,Yes,Travel_Rarely,Sales,36,5,Human Resources,1,2689,Male,3,Manager,Married,166030,3,Y,,20,8,3,37,9,8,3,10
28,Yes,Non-Travel,Sales,58,2,Marketing,1,2690,Male,2,Research Scientist,Divorced,99710,0,N,,20,8,2,7,8,28,2,5
44,Yes,Travel_Frequently,Human Resources,20,2,Other,1,2691,Female,5,Manager,Single,168860,6,N,,23,8,3,9,9,17,10,8
61,Yes,Travel_Frequently,Research & Development,30,3,Technical Degree,1,2692,Female,3,Laboratory Technician,Divorced,78320,0,Y,,11,8,1,28,4,0,11,9
42,Yes,Travel_Frequently,Sales,56,1,Technical Degree,1,2693,Female,2,Manufacturing Director,Divorced,166490,1,Y,,16,8,3,36,3,14,10,1
52,No,Travel_Frequently,Sales,41,5,Life Sciences,1,2694,Male,1,Laboratory Technician,Single,101770,5,Y,,25,8,0,40,8,15,8,7
45,Yes,Non-Travel,Human Resources,61,3,Marketing,1,2695,Female,2,Manufacturing Director,Single,58050,7,N,,21,8,3,24,8,35,2,0
56,No,Travel_Rarely,Research & Development,18,1,Marketing,1,2696,Male,3,Manufacturing Director,Single,133570,2,N,,21,8,3,22,1,18,8,8
29,No,Travel_Frequently,Sales,55,1,Other,1,2697,Male,5,Sales Executive,Single,31160,0,Y,,13,8,1,37,9,12,11,6
47,Yes,Non-Travel,Research & Development,19,1,Other,1,2698,Female,1,Manufacturing Director,Single,46500,1,Y,,16,8,0,27,0,5,15,10
53,No,Travel_Frequently,Sales,39,3,Marketing,1,2699,Female,5,Research Director,Married,148240,3,N,,14,8,3,23,9,8,15,3
19,No,Travel_Rarely,Sales,32,5,Other,1,2700,Female,2,Laboratory Technician,Married,168670,3,N,,20,8,3,30,6,31,8,9
59,No,Travel_Rarely,Sales,36,1,Other,1,2701,Male,3,Research Scientist,Single,183310,6,Y,,11,8,0,35,1,13,13,2
40,No,Travel_Rarely,Human Resources,49,5,Human Resources,1,2702,Female,5,Sales Executive,Divorced,167990,2,Y,,13,8,3,11,1,13,8,5
37,Yes,Travel_Rarely,Research & Development,24,3,Life Sciences,1,2703,Female,4,Laboratory Technician,Divorced,178260,8,Y,,15,8,1,37,5,17,6,3
52,Yes,Travel_Frequently,Sales,41,1,Other,1,2704,Male,4,Sales Executive,Married,94140,7,Y,,14,8,1,23,2,19,15,6
55,No,Non-Travel,Sales,38,3,Marketing,1,2705,Female,2,Sales Executive,Divorced,184470,1,Y,,12,8,3,34,5,0,6,3
50,No,Travel_Frequently,Research & Development,46,4,Human Resources,1,2706,Female,5,Sales Executive,Single,120060,5,N,,12,8,0,13,2,18,13,10
49,No,Travel_Frequently,Research & Development,53,3,Medical,1,2707,Male,1,Research Director,Single,165090,9,N,,23,8,2,33,7,11,10,1
58,Yes,Non-Travel,Research & Development,60,1,Other,1,2708,Male,3,Research Scientist,Single,68020,5,N,,12,8,2,20,1,14,0,5
21,No,Non-Travel,Sales,57,5,Life Sciences,1,2709,Male,3,Sales Executive,Divorced,93370,5,Y,,18,8,3,1,3,8,9,10
44,No,Travel_Rarely,Sales,30,2,Marketing,1,2710,Female,5,Research Director,Divorced,130760,6,N,,14,8,1,26,8,34,1,6
21,Yes,Travel_Frequently,Sales,28,3,Medical,1,2711,Male,1,Sales Executive,Married,129030,5,Y,,11,8,1,27,2,18,0,4
48,Yes,Non-Travel,Sales,26,4,Human Resources,1,2712,Female,1,Research Scientist,Single,145550,8,N,,15,8,2,8,1,19,13,4
21,No,Travel_Frequently,Human Resources,57,1,Other,1,2713,Female,1,Manager,Married,79500,0,Y,,25,8,0,37,7,19,1,6
44,Yes,Non-Travel,Research & Development,34,4,Life Sciences,1,2714,Male,1,Sales Executive,Single,73600,3,Y,,16,8,2,2,4,15,6,8
30,Yes,Non-Travel,Research & Development,34,4,Life Sciences,1,2715,Female,3,Sales Executive,Single,170500,9,Y,,17,8,1,15,9,14,0,8
18,Yes,Travel_Frequently,Human Resources,34,5,Medical,1,2716,Male,4,Laboratory Technician,Married,167120,4,N,,25,8,3,19,8,11,6,5
54,No,Travel_Rarely,Human Resources,46,2,Medical,1,2717,Male,4,Manufacturing Director,Married,176690,0,Y,,15,8,0,33,4,17,9,6
34,Yes,Travel_Rarely,Human Resources,46,1,Life Sciences,1,2718,Female,1,Manufacturing Director,Married,92520,8,N,,22,8,2,31,0,0,14,4
48,Yes,Travel_Frequently,Sales,63,4,Marketing,1,2719,Male,2,Sales Executive,Divorced,172010,5,Y,,13,8,0,9,3,21,0,2
20,No,Travel_Rarely,Human Resources,45,4,Life Sciences,1,2720,Female,4,Research Director,Single,173910,0,N,,20,8,0,35,2,35,2,1
59,No,Non-Travel,Human Resources,23,2,Human Resources,1,2721,Male,2,Research Director,Divorced,190380,7,N,,23,8,2,10,7,31,10,8
31,Yes,Travel_Frequently,Sales,56,5,Other,1,2722,Female,1,Manufacturing Director,Married,28570,7,N,,23,8,2,6,5,29,3,9
28,No,Non-Travel,Sales,63,2,Life Sciences,1,2723,Male,5,Sales Executive,Single,52180,0,Y,,17,8,3,4,5,26,8,1
25,No,Travel_Rarely,Research & Development,41,3,Technical Degree,1,2724,Female,3,Sales Executive,Divorced,68780,0,Y,,12,8,3,40,5,26,7,6
28,Yes,Non-Travel,Sales,59,4,Life Sciences,1,2725,Female,5,Laboratory Technician,Married,15380,3,N,,22,8,1,24,6,34,0,2
45,No,Travel_Rarely,Human Resources,33,2,Human Resources,1,2726,Female,3,Research Scientist,Divorced,127700,3,Y,,13,8,0,5,9,1,6,6
58,No,Travel_Rarely,Research & Development,42,2,Human Resources,1,2727,Female,5,Laboratory Technician,Single,46000,8,Y,,25,8,2,13,9,20,15,7
20,No,Travel_Frequently,Sales,37,5,Human Resources,1,2728,Female,4,Research Director,Married,105710,3,N,,14,8,1,23,6,1,7,3
32,No,Non-Travel,Sales,31,2,Human Resources,1,2729,Male,1,Research Director,Single,23020,8,N,,16,8,3,28,8,20,3,3
27,Yes,Non-Travel,Sales,37,1,Technical Degree,1,2730,Female,1,Manufacturing Director,Divorced,107380,6,N,,11,8,2,24,5,16,7,7
39,Yes,Travel_Rarely,Sales,41,3,Human Resources,1,2731,Male,4,Research Director,Divorced,161290,5,Y,,11,8,3,30,3,6,15,6
55,No,Non-Travel,Sales,30,5,Technical Degree,1,2732,Female,2,Research Scientist,Single,197990,2,N,,22,8,2,30,9,21,15,2
22,Yes,Non-Travel,Sales,62,4,Life Sciences,1,2733,Male,5,Research Director,Married,14190,5,Y,,14,8,3,19,7,31,2,4
63,Yes,Travel_Rarely,Research & Development,26,2,Technical Degree,1,2734,Female,1,Laboratory Technician,Single,57040,8,Y,,25,8,1,33,1,8,9,9
33,No,Travel_Frequently,Research & Development,20,5,Human Resources,1,2735,Male,3,Research Scientist,Single,93850,8,N,,17,8,0,2,8,8,2,8
33,Yes,Travel_Frequently,Sales,43,4,Human Resources,1,2736,Female,3,Manufacturing Director,Divorced,150370,0,N,,14,8,1,13,1,25,0,7
30,Yes,Travel_Frequently,Sales,30,4,Human Resources,1,2737,Female,4,Research Director,Single,55290,6,Y,,15,8,1,36,2,18,15,5
24,No,Travel_Frequently,Human Resources,60,4,Technical Degree,1,2738,Female,2,Laboratory Technician,Single,26030,1,Y,,15,8,3,26,2,14,14,4
57,No,Non-Travel,Sales,57,5,Human Resources,1,2739,Female,3,Research Scientist,Married,163700,8,N,,18,8,2,40,3,5,15,8
53,No,Travel_Rarely,Sales,49,4,Life Sciences,1,2740,Female,3,Manufacturing Director,Single,13800,2,Y,,19,8,2,36,7,31,1,6
25,No,Travel_Frequently,Human Resources,31,3,Life Sciences,1,2741,Female,5,Manufacturing Director,Single,88490,7,N,,24,8,0,5,1,14,4,4
27,No,Travel_Frequently,Human Resources,33,2,Other,1,2742,Female,1,Research Director,Divorced,183270,5,N,,13,8,1,5,7,28,14,7
18,No,Travel_Frequently,Sales,37,4,Marketing,1,2743,Male,4,Sales Executive,Married,188100,5,Y,,13,8,0,16,0,19,4,8
30,No,Travel_Frequently,Human Resources,49,4,Medical,1,2744,Male,3,Sales Executive,Married,16060,4,N,,20,8,3,26,2,19,15,4
29,No,Travel_Frequently,Research & Development,65,3,Other,1,2745,Male,2,Research Scientist,Single,124730,6,N,,21,8,2,22,3,35,3,6
63,No,Travel_Frequently,Human Resources,32,5,Technical Degree,1,2746,Female,5,Research Director,Married,137460,3,N,,21,8,2,23,5,26,15,4
30,No,Travel_Rarely,Human Resources,32,5,Marketing,1,2747,Male,5,Manager,Single,83270,9,N,,18,8,3,35,6,25,8,5
56,No,Non-Travel,Research & Development,64,1,Life Sciences,1,2748,Male,4,Laboratory Technician,Divorced,153010,3,N,,16,8,1,10,6,35,2,5
31,Yes,Travel_Frequently,Sales,52,5,Marketing,1,2749,Male,3,Manufacturing Director,Divorced,78720,2,N,,15,8,1,7,1,26,13,4
52,Yes,Travel_Rarely,Research & Development,63,1,Technical Degree,1,2750,Female,5,Laboratory Technician,Divorced,133080,3,N,,19,8,2,10,6,34,4,10
48,No,Non-Travel,Human Resources,62,2,Other,1,2751,Female,3,Sales Executive,Married,106330,5,N,,13,8,3,29,7,9,1,1
62,No,Travel_Rarely,Human Resources,50,5,Medical,1,2752,Female,3,Sales Executive,Married,68780,1,N,,17,8,0,20,3,20,8,9
51,Yes,Travel_Frequently,Research & Development,18,1,Other,1,2753,Female,1,Research Director,Divorced,197680,7,N,,19,8,2,5,9,30,3,5
39,Yes,Non-Travel,Sales,52,2,Technical Degree,1,2754,Female,4,Sales Executive,Married,113080,8,N,,17,8,1,28,4,21,12,2
23,Yes,Travel_Rarely,Research & Development,32,2,Marketing,1,2755,Female,4,Research Director,Single,62870,9,Y,,16,8,3,19,9,2,8,10
41,Yes,Non-Travel,Sales,53,1,Marketing,1,2756,Female,3,Research Scientist,Married,59360,5,N,,14,8,0,1,8,26,1,6
37,No,Travel_Rarely,Research & Development,62,4,Life Sciences,1,2757,Male,2,Research Director,Divorced,192900,4,N,,17,8,3,11,6,15,2,4
52,No,Non-Travel,Research & Development,43,5,Other,1,2758,Male,5,Research Director,Divorced,17620,1,Y,,18,8,1,2,3,11,10,8
22,Yes,Travel_Rarely,Sales,64,1,Other,1,2759,Male,2,Research Director,Single,176490,9,N,,13,8,1,1,5,12,10,6
63,Yes,Non-Travel,Research & Development,60,1,Marketing,1,2760,Male,5,Research Director,Married,110690,3,N,,17,8,1,19,6,31,5,2
58,Yes,Travel_Rarely,Human Resources,31,5,Medical,1,2761,Male,3,Manager,Married,112200,7,Y,,25,8,0,16,1,16,2,6
